Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Sexe,Nacionalitat,Edat_quinquennal,Nombre
2016,8,Nou Barris,52,la Prosperitat,Home,Espanyola,0-4 anys,455
2016,8,Nou Barris,53,la Trinitat Nova,Home,Espanyola,0-4 anys,129
2016,8,Nou Barris,54,Torre Baró,Home,Espanyola,0-4 anys,65
2016,8,Nou Barris,55,Ciutat Meridiana,Home,Espanyola,0-4 anys,167
2016,8,Nou Barris,56,Vallbona,Home,Espanyola,0-4 anys,30
2016,9,Sant Andreu,57,la Trinitat Vella,Home,Espanyola,0-4 anys,193
2016,9,Sant Andreu,58,Baró de Viver,Home,Espanyola,0-4 anys,55
2016,9,Sant Andreu,59,el Bon Pastor,Home,Espanyola,0-4 anys,310
2016,9,Sant Andreu,60,Sant Andreu,Home,Espanyola,0-4 anys,1206
2016,9,Sant Andreu,61,la Sagrera,Home,Espanyola,0-4 anys,543
2016,9,Sant Andreu,62,el Congrés i els Indians,Home,Espanyola,0-4 anys,274
2016,9,Sant Andreu,63,Navas,Home,Espanyola,0-4 anys,377
2016,10,Sant Martí,64,el Camp de l'Arpa del Clot,Home,Espanyola,0-4 anys,599
2016,10,Sant Martí,65,el Clot,Home,Espanyola,0-4 anys,444
2016,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Home,Espanyola,0-4 anys,285
2016,10,Sant Martí,67,la Vila Olímpica del Poblenou,Home,Espanyola,0-4 anys,205
2016,10,Sant Martí,68,el Poblenou,Home,Espanyola,0-4 anys,761
